Ref_Date,GEO,VALUE,BEVERAGE,PRODUCT,Vector,Coordinate,Value
2009,Prince Edward Island,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20856876,3.2.11.1,382
2010,Prince Edward Island,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20856876,3.2.11.1,414
2011,Prince Edward Island,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20856876,3.2.11.1,405
2012,Prince Edward Island,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20856876,3.2.11.1,383
2013,Prince Edward Island,Volume in litres,"Coolers, spirits","Total products (x 1,000)",v20856876,3.2.11.1,398
1993,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,488
1994,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,499
1995,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,513
1996,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,495
1997,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,597
1998,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,616
1999,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,650
2000,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,695
2001,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,741
2002,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,575
2003,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,820
2004,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,850
2005,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,897
2006,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,960
2007,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,"1,023"
2008,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,"1,127"
2009,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,"1,172"
2010,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,"1,243"
2011,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,"1,279"
2012,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,"1,310"
2013,Prince Edward Island,Volume in litres,Total wines,"Total products (x 1,000)",v20856882,3.2.12.1,"1,365"
1993,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,0
1994,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,0
1995,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,0
1996,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,0
1997,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,13
1998,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,12
1999,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,8
2000,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,3
2001,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,0
2002,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,0
2003,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,0
2004,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,1
2005,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,1
2006,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,1
2007,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,4
2008,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,5
2009,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,5
2010,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,7
2011,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,11
2012,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,12
2013,Prince Edward Island,Volume in litres,"Cider, wines","Total products (x 1,000)",v20856878,3.2.13.1,17
1993,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,42
1994,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,53
1995,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,51
1996,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,47
1997,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,58
1998,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,58
1999,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,52
2000,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,61
2001,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,47
2002,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,21
2003,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,24
2004,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,27
2005,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,29
2006,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,10
2007,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,10
2008,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,14
2009,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,14
2010,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,14
2011,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,24
2012,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,26
2013,Prince Edward Island,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20856879,3.2.14.1,29
1993,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,397
1994,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,390
1995,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,411
1996,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,419
1997,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,466
1998,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,490
1999,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,533
2000,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,568
2001,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,637
2002,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,494
2003,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,737
2004,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,776
2005,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,830
2006,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,914
2007,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,978
2008,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,"1,083"
2009,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,"1,134"
2010,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,"1,200"
2011,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,"1,226"
2012,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,"1,262"
2013,Prince Edward Island,Volume in litres,Other wines,"Total products (x 1,000)",v20856880,3.2.15.1,"1,311"
1993,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,49
1994,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,56
1995,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,51
1996,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,29
1997,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,60
1998,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,56
1999,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,57
2000,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,63
2001,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,57
2002,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,59
2003,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,59
2004,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,46
2005,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,37
2006,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,35
2007,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,31
2008,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,25
2009,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,19
2010,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,22
2011,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,18
2012,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,10
2013,Prince Edward Island,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20856881,3.2.16.1,8
1993,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"7,789"
1994,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"7,902"
1995,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"7,838"
1996,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"8,079"
1997,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"8,602"
1998,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"8,050"
1999,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"8,240"
2000,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"8,479"
2001,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"8,538"
2002,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"9,386"
2003,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"8,748"
2004,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"8,977"
2005,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"8,985"
2006,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"9,134"
2007,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"9,174"
2008,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"9,447"
2009,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"9,519"
2010,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"9,898"
2011,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"9,815"
2012,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"9,432"
2013,Prince Edward Island,Volume in litres,Beer,"Total products (x 1,000)",v20856883,3.2.17.1,"9,493"
1993,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,51
1994,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,55
1995,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,63
1996,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,83
1997,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,108
1998,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,132
1999,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,141
2000,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,162
2001,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,181
2002,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,142
2003,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,265
2004,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,292
2005,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,326
2006,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,345
2007,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,380
2008,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,449
2009,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,479
2010,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,513
2011,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,553
2012,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,568
2013,Prince Edward Island,Volume in litres,Red wines,"Total products (x 1,000)",v20858049,3.2.18.1,578
1993,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,289
1994,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,292
1995,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,334
1996,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,319
1997,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,344
1998,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,352
1999,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,358
2000,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,384
2001,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,336
2002,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,286
2003,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,416
2004,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,433
2005,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,453
2006,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,482
2007,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,512
2008,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,551
2009,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,571
2010,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,614
2011,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,639
2012,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,655
2013,Prince Edward Island,Volume in litres,White wines,"Total products (x 1,000)",v20858085,3.2.19.1,707
1993,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,148
1994,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,152
1995,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,116
1996,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,93
1997,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,145
1998,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,132
1999,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,151
2000,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,149
2001,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,224
2002,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,146
2003,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,140
2004,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,125
2005,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,118
2006,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,133
2007,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,131
2008,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,127
2009,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,122
2010,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,116
2011,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,87
2012,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,87
2013,Prince Edward Island,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858121,3.2.20.1,80
1993,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"15,704"
1994,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"14,745"
1995,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"14,931"
1996,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"14,924"
1997,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"14,924"
1998,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"15,058"
1999,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"15,496"
2000,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"16,225"
2001,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"17,832"
2002,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"21,899"
2003,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"24,952"
2004,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"24,790"
2005,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"22,747"
2006,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"25,520"
2007,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"25,932"
2008,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"26,088"
2009,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"26,422"
2010,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"27,032"
2011,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"27,327"
2012,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"28,737"
2013,Quebec,Volume in litres,Total spirits,"Total products (x 1,000)",v20857183,6.2.2.1,"28,772"
1993,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,750
1994,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,681
1995,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,648
1996,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,626
1997,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,598
1998,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,561
1999,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,541
2000,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,523
2001,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,348
2002,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,314
2003,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,294
2004,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,278
2005,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,258
2006,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,265
2007,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,468
2008,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,448
2009,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,438
2010,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,453
2011,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,429
2012,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,425
2013,Quebec,Volume in litres,Alcohol,"Total products (x 1,000)",v20857174,6.2.3.1,401
1993,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,885"
1994,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,789"
1995,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,801"
1996,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,780"
1997,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,792"
1998,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,795"
1999,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,814"
2000,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,866"
2001,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"2,006"
2002,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,983"
2003,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,978"
2004,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,973"
2005,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,762"
2006,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,961"
2007,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,981"
2008,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,914"
2009,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,897"
2010,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,961"
2011,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,806"
2012,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,784"
2013,Quebec,Volume in litres,Brandy,"Total products (x 1,000)",v20857175,6.2.4.1,"1,720"
1993,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"3,224"
1994,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,968"
1995,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,835"
1996,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,719"
1997,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,594"
1998,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,504"
1999,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,421"
2000,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,386"
2001,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,431"
2002,Quebec,Volume in litres,Gin,"Total products (x 1,000)",v20857176,6.2.5.1,"2,333"
